FRNM_NM,RN_ADDR,OPR_TIME_INFO,RPRS_TELNO,HMPG_URL,LA_VLUE,LO_VLUE
정다운동물병원,경상남도 창원시 성산구 비음로4번길 38 (사파동),,055-262-8275,,35.22583771,128.698822
정다운동물병원,"서울 영등포구 문래로 151 1층, ",월 10:00 - 21:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 21:00 | 금 10:00 - 19:00 | 토 10:00 - 16:00 | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 12:00 - 13:00 휴게시간 | 20:30 접수마감 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 12:00 - 13:00 휴게시간 | 15:30 접수마감 | 12:00 - 13:00 휴게시간 | 20:30 접수마감,0507-1429-8151,http://blog.naver.com/jduamc,36.81829071,127.1089554
정다운동물병원,경기도 시흥시 중심상가로 146 (정왕동),월 10:30 - 18:00 | 화 10:30 - 18:00 | 수 10:30 - 18:00 | 목 10:30 - 18:00 | 금 10:30 - 18:00 | 토 10:30 - 15:00 | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간,031-498-7582,https://blog.naver.com/wonangk9,37.34672165,126.7320557
정다운동물병원,경기도 안산시 단원구 예술대학로 137 (고잔동),"월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 17:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 12:30, 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 16:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 18:30 접수마감",031-482-5793,,37.32935715,126.8381271
정다운동물종합병원,경기도 용인시 수지구 수지로112번길 11 (성복동),,031-272-1199,http://cafe.daum.net/jdu1129,37.31256866,127.0804367
정담동물병원,대전광역시 서구 신갈마로 260 (갈마동),월 10:00 - 18:30 | 화 10:00 - 18:30 | 수 10:00 - 18:30 | 목 정기휴무 (매주 목요일) | 금 10:00 - 18:30 | 토 10:00 - 15:00 | 일 정기휴무 (매주 일요일),042-487-5675,http://jeongdamah.com/,36.35616684,127.370636
정동물병원,서울특별시 강동구 상암로49길 64-2 (명일동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 16:00 | 일 정기휴무 (매주 일요일),02-474-7588,,37.54879379,127.1302567
정동물병원,대구광역시 수성구 지산로 41 (지산동),월 10:00 - 18:00 | 화 10:00 - 18:00 | 수 10:00 - 18:00 | 목 10:00 - 18:00 | 금 10:00 - 18:00 | 토 10:00 - 15:30 | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간,053-781-6566,,35.8250351,128.6330719
정동물병원,대전광역시 서구 괴정로 114 (괴정동),월 10:00 - 18:00 | 화 10:00 - 18:00 | 수 10:00 - 18:00 | 목 10:00 - 18:00 | 금 10:00 - 18:00 | 토 10:00 - 14:00 | 일 정기휴무 (매주 일요일),042-533-8866,,36.33750534,127.3853149
정동물병원,경기도 용인시 수지구 만현로 120 (상현동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 13:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감,031-898-2298,https://blog.naver.com/jungamc,37.30605316,127.0847168
정동물병원,충청남도 서산시 고운로 331 (잠홍동),,041-667-5955,,36.78638077,126.4711838
정동물병원,전라남도 구례군 구례읍 봉성로 90,,,,35.21025085,127.4648285
정동물병원,전라남도 장흥군 장흥읍 중앙로1길 7,월 09:30 - 17:00 | 화 09:30 - 17:00 | 수 09:30 - 17:00 | 목 09:30 - 17:00 | 금 정기휴무 (매주 금요일) | 토 정기휴무 (매주 토요일) | 일 09:30 - 17:00 | 14:00 - 15:00 휴게시간 | 14:00 - 15:00 휴게시간 | 14:00 - 15:00 휴게시간 | 14:00 - 15:00 휴게시간 | 14:00 - 15:00 휴게시간,0507-1312-6257,https://youtube.com/@veterinariandaddy,34.67673111,126.9090042
정동물병원,경기도 평택시 안중읍 안중로 94-1,,031-681-2406,,36.98851776,126.9269028
정동물병원,충청북도 청주시 청원구 충청대로 97 (율량동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 17:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 18:40 접수마감 | 13:00 - 14:00 휴게시간 | 18:40 접수마감 | 13:00 - 14:00 휴게시간 | 18:40 접수마감 | 13:00 - 14:00 휴게시간 | 18:40 접수마감 | 13:00 - 14:00 휴게시간 | 16:40 접수마감 | 13:00 - 14:00 휴게시간 | 18:40 접수마감,043-256-2551,https://blog.naver.com/towelclamp,36.66531372,127.4929581
정동물병원,경기도 수원시 팔달구 권광로 120 (인계동),,031-239-7585,,37.25839996,127.0308609
정동물병원,경기도 성남시 중원구 금상로 72 (상대원동),매일 09:00 - 20:00 ,031-749-7557,,37.44116974,127.1637039
정동물병원,충청북도 충주시 지현천변1길 57 (지현동),,043-854-8054,,36.96907425,127.9310074
정든동물병원,제주특별자치도 서귀포시 일주동로 9117 (법환동),"월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 17:00 | 금 10:00 - 19:00 | 토 10:00 - 17:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 12:00, 18:00 접수마감 | 13:00 - 14:00 휴게시간 | 12:00, 18:00 접수마감 | 13:00 - 14:00 휴게시간 | 12:00, 16:00 접수마감 | 13:00 - 14:00 휴게시간 | 12:00, 18:00 접수마감 | 12:30 - 14:00 휴게시간 | 11:30, 16:00 접수마감 | 13:00 - 14:00 휴게시간 | 12:00, 18:00 접수마감",064-738-7975,,33.24692154,126.5187683
정말로동물병원,서울특별시 양천구 신월로10길 22 (신월동),월 10:00 - 20:00 | 화 정기휴무 (매주 화요일) | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1468-8119,https://www.instagram.com/jeongmaloah,37.51530838,126.8408737
정서동물병원,경북 문경시 문경읍 여우목로 1611 ,월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 16:00 | 일 정기휴무 (매주 일요일) | 12:30 - 13:30 휴게시간 | 18:00 접수마감 | 12:30 - 13:30 휴게시간 | 18:00 접수마감 | 12:30 - 13:30 휴게시간 | 18:00 접수마감 | 12:30 - 13:30 휴게시간 | 18:00 접수마감 | 15:00 접수마감 | 12:30 - 13:30 휴게시간 | 18:00 접수마감,032-422-5399,http://cafe.naver.com/petopian,37.46307755,126.6961441
정성환동물병원,충청북도 청주시 청원구 공항로220번길 5 (주중동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 17:30 | 일 정기휴무 (매주 일요일) | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간,0507-1424-8274,http://cafe.daum.net/boricock/,36.65779495,127.4879303
정수동물병원,경기도 안양시 동안구 흥안대로456번길 11 (평촌동),,,,37.39475632,126.9764709
정수의과병원,경상북도 고령군 대가야읍 대가야로 1533 (해동디오팰리스),,054-955-7582,,35.74344254,128.273941
정원동물병원,경북 문경시 마성면 은성로 1649 ,월 09:30 - 18:30 | 화 09:30 - 18:30 | 수 09:30 - 18:30 | 목 09:30 - 18:30 | 금 09:30 - 18:30 | 토 09:30 - 14:00 | 일 정기휴무 (매주 일요일) | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간,061-745-1777,https://blog.naver.com/gardenah17,34.93645477,127.4958344
정원양한방동물병원,경기도 성남시 분당구 운중로 233 (판교동),월 10:00 - 18:00 | 화 10:00 - 18:00 | 수 10:00 - 18:00 | 목 정기휴무 (매주 목요일) | 금 10:00 - 18:00 | 토 10:00 - 18:00 | 일 정기휴무 (매주 일요일) | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간,031-707-7599,https://blog.naver.com/allpet,37.39003372,127.0889587
정이룸동물병원,인천광역시 서구 원당대로 664 (당하동),"월 10:00 - 19:30 | 화 10:00 - 19:30 | 수 10:00 - 19:30 | 목 10:00 - 19:30 | 금 10:00 - 19:30 | 토 10:00 - 18:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 12:30, 19:00 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 19:00 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 19:00 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 19:00 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 17:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 19:00 접수마감",0507-1403-7556,https://blog.naver.com/jvetclinic,37.59331894,126.6749954
정종합동물병원,경기도 부천시 오정구 소사로 706 (원종동),월 10:00 - 18:00 | 화 10:00 - 18:00 | 수 10:00 - 18:00 | 목 10:00 - 18:00 | 금 10:00 - 18:00 | 토 10:00 - 16:00 | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간,032-682-1279,,37.51884079,126.8050995
정철종합동물병원,울산광역시 북구 진장17길 11 (진장동),,,,35.5620079,129.3553009
정평동물병원,경상북도 경산시 강변서로51길 6 (정평동),,053-814-4488,,35.8302002,128.7311096
정훈동물병원,부산광역시 부산진구 부전로66번길 10 (부전동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간,051-809-7975,https://blog.naver.com/jhoonah,35.15574265,129.0552216
제갈견동물병원,인천 부평구 장제로91번길 22 B1 ,월 09:30 - 18:30 | 화 09:30 - 18:30 | 수 09:30 - 18:30 | 목 09:30 - 18:30 | 금 09:30 - 18:30 | 토 09:30 - 17:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,052-212-2475,https://blog.naver.com/jgk2015,35.55732346,129.3108978
제니스동물병원,대구광역시 수성구 달구벌대로 2475 (범어동),월 09:30 - 18:30 | 화 09:30 - 18:30 | 수 09:30 - 18:30 | 목 09:30 - 18:30 | 금 09:30 - 18:30 | 토 09:30 - 18:30 | 일 정기휴무 (매주 일요일),053-756-8290,,35.8591156,128.6334076
제연동물병원,충남 보령시 웅천읍 열린바다로 319 ,월 10:00 - 19:30 | 화 10:00 - 19:30 | 수 14:00 - 19:30 | 목 10:00 - 19:30 | 금 10:00 - 19:30 | 토 10:00 - 16:00 | 일 정기휴무 (매주 일요일),02-2242-7975,http://jeyeonah.blog.me/,37.57511902,127.0495834
제이동물병원,충남 보령시 웅천읍 동뒤마을길 49-24 ,월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 15:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 14:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감,041-549-7582,https://blog.naver.com/janimalhospital,36.79534149,127.0991821
제이스동물병원,경기도 김포시 고촌읍 장차로 13,월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 정기휴무 (매주 수요일) | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,031-986-2070,https://blog.naver.com/js_vet,37.603405,126.7703552
제이앤씨 동물병원,경기도 이천시 설성면 신암로 91,매일 09:00 - 18:00 ,031-643-5545,https://blog.naver.com/myonlysun,37.13573074,127.5491791
제이엘동물병원,대구광역시 달서구 월배로39길 4-1 (상인동),월 09:30 - 19:00 | 화 09:30 - 19:00 | 수 09:30 - 19:00 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 15:00 | 일 정기휴무 (매주 일요일) | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간,053-652-7582,http://www.jlah.co.kr,35.81851578,128.5342712
제이엘동물병원,경기도 용인시 기흥구 평촌2로1번길 9-1 (동백동),월 09:30 - 18:00 | 화 09:30 - 18:00 | 수 09:30 - 18:00 | 목 09:30 - 18:00 | 금 09:30 - 18:00 | 토 09:30 - 16:00 | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간,031-285-8275,,37.28104401,127.154007
제인동물병원,서울특별시 성동구 뚝섬로 395 (성수동2가),월 09:30 - 19:00 | 화 09:30 - 19:00 | 수 09:30 - 19:00 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 15:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:30 휴게시간 | 13:00 - 14:30 휴게시간 | 13:00 - 14:30 휴게시간 | 13:00 - 14:30 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:30 휴게시간,02-468-7582,http://www.janepet.com/,37.53904343,127.0547104
제일2차동물메디컬센터,경기 양평군 서종면 황순원로 247-1 ,매일 00:00 - 24:00 ,051-516-1175,http://jeil1175.co.kr,35.2408638,129.093277
제일동물병원,경기도 안양시 동안구 시민대로 187 (비산동),,031-388-1845,,37.39178467,126.951767
제일동물병원,강원특별자치도 춘천시 행촌로 43-1 (퇴계동),,033-251-8275,,37.86048508,127.7249222
제일동물병원,전라남도 영암군 영암읍 갈무정1길 12,,061-473-2463,,34.80305099,126.6993561
제일동물병원,충청남도 보령시 번영로 30 (대천동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 14:00 | 일 정기휴무 (매주 일요일) | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간,041-936-7582,,36.35142136,126.5927887
제일동물병원,대전광역시 중구 충무로 155 (문창동),월 09:30 - 19:00 | 화 09:30 - 19:00 | 수 09:30 - 19:00 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 16:30 | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간,042-252-7575,https://blog.naver.com/jeilah,36.32032776,127.4335556
제일동물병원,강원특별자치도 원주시 평원로 27 (중앙동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일),033-745-5125,,37.34897995,127.9524994
제일동물병원,경상북도 경산시 경안로 211 (중방동),월 09:30 - 18:30 | 화 09:30 - 18:30 | 수 09:30 - 18:30 | 목 09:30 - 18:30 | 금 09:30 - 18:30 | 토 09:30 - 17:30 | 일 정기휴무 (매주 일요일) | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간,0507-1313-1989,,35.82633591,128.7363892
제일동물병원,전라남도 보성군 보성읍 현충로 74-2,,061-852-2615,,34.76682663,127.0799637
제일동물병원,경기도 용인시 처인구 백암면 백암로201번길 24,,,,37.16521072,127.3726196
제일동물병원,전라남도 영광군 법성면 굴비로 88-1,,,,35.35583496,126.4489746
제일동물병원,전라남도 여수시 도원로 261 (학동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 17:00 | 일 정기휴무 (매주 일요일) | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간,061-686-2244,,34.76126862,127.6598434
제일동물병원,전북특별자치도 부안군 부안읍 번영로 129,,063-583-3222,,35.72635651,126.7348709
제일동물병원,전라남도 순천시 팔마로 40-2 (인제동),,061-744-1997,,34.94626617,127.4926987
제일동물병원,충청북도 청주시 상당구 단재로121번길 26-9 (영운동),,043-256-3309,,36.62610245,127.4925842
제일동물병원,경기도 군포시 산본로 394 (산본동),월 09:30 - 19:00 | 화 09:30 - 19:00 | 수 09:30 - 19:00 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 16:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1410-8850,https://blog.naver.com/ccsj4827,37.36513138,126.9297256
제일동물병원,경기도 의정부시 태평로 116 (의정부동),,031-848-4598,,37.74288177,127.0517883
제일동물병원,경기도 이천시 영창로 181 (창전동),,031-633-9883,,37.28160477,127.4427719
제일동물병원,대구광역시 수성구 달구벌대로454길 3 (수성동1가),,053-755-0516,,35.85995102,128.6106262
제일말전문병원,광주광역시 서구 매월2로 53 (매월동),매일 00:00 - 24:00 ,,https://blog.naver.com/neograngz/222509260607,35.11622238,126.8602829
제일종합동물병원,서울특별시 금천구 독산로41길 58 (시흥동),,02-894-3030,,37.45257187,126.9062347
제일종합동물병원,경기도 용인시 기흥구 강남동로 15 (구갈동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일),031-274-3575,,37.27123642,127.1291351
제주대학교 아라캠퍼스부설동물병원,부산 남구 수영로13번길 6-1 1층 ,월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 정기휴무 (매주 토요일) | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간,,,33.45723724,126.5642929
제주동물병원,제주특별자치도 제주시 애월읍 하귀동남1길 2-5,,,,33.48421097,126.4122925
제주키움동물병원,서울 마포구 동교로32길 3 1층 ,월 09:30 - 20:00 | 화 09:30 - 20:00 | 수 정기휴무 (매주 수요일) | 목 09:30 - 20:00 | 금 09:30 - 20:00 | 토 09:30 - 20:00 | 일 09:30 - 14:00 | 12:30 - 13:30 휴게시간 | 19:00 접수마감 | 12:30 - 13:30 휴게시간 | 19:00 접수마감 | 12:30 - 13:30 휴게시간 | 19:00 접수마감 | 12:30 - 13:30 휴게시간 | 19:00 접수마감 | 13:00 접수마감 | 12:30 - 13:30 휴게시간 | 19:00 접수마감,064-725-7579,https://blog.naver.com/kiumclinic,33.49623871,126.5326157
제주피그클리닉,제주특별자치도 제주시 한림읍 한림로 580,,064-796-1136,,33.40857697,126.258728
제천 그레이스 동물병원,충청북도 제천시 죽하로13길 5 (장락동),"월 09:30 - 19:00 | 화 09:30 - 19:00 | 수(8/28) 정기휴무 (매달 2, 4, 5번째 수요일) | 목 09:30 - 18:00 | 금 09:30 - 19:00 | 토 09:00 - 13:00 | 일(9/1) 휴무 | 12:00 - 13:30 휴게시간 | 12:00 - 13:30 휴게시간 | 12:00 - 13:30 휴게시간 | 12:00 - 13:30 휴게시간",043-652-7582,,37.15228653,128.2225189
제천종합동물병원,충청북도 제천시 의림대로 182-1 (중앙로2가),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 17:00 | 일 정기휴무 (매주 일요일) | 12:00 - 13:30 휴게시간 | 12:00 - 13:30 휴게시간 | 12:00 - 13:30 휴게시간 | 12:00 - 13:30 휴게시간 | 12:00 - 13:30 휴게시간 | 12:00 - 13:30 휴게시간,043-652-0075,http://blog.naver.com/jecheonah,37.14357376,128.2136078
젠동물병원,경기도 성남시 분당구 양현로 479 (야탑동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 17:30 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간,031-752-0075,https://blog.naver.com/genamc479,37.41664886,127.135376
젬마동물병원,강원 영월군 무릉도원면 중방안길 14-2 ,,032-464-4488,,37.45480347,126.7310867
조광동물병원,강원특별자치도 속초시 만천2길 17-4 (교동),월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 정기휴무 (매주 토요일) | 일 정기휴무 (매주 일요일),033-631-5848,,38.19839478,128.5765533
조규만외과동물병원,경기도 부천시 원미구 부일로 226 (상동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 정기휴무 (매주 목요일) | 금 10:00 - 19:00 | 토 10:00 - 19:00 | 일 정기휴무 (매주 일요일),032-656-7582,,37.48821259,126.7550201
조동물병원,강원특별자치도 춘천시 공지로 299-1 (효자동),,033-251-0911,,37.86731339,127.7320557
조아동물병원,서울특별시 금천구 금하로1라길 35 (독산동),월 13:00 - 19:00 | 화 09:30 - 19:00 | 수 13:00 - 19:00 | 목 09:30 - 19:00 | 금 13:00 - 19:00 | 토 09:30 - 17:00 | 일 정기휴무 (매주 일요일),02-807-1616,,37.45378494,126.8903809
조암동물병원,경기도 화성시 우정읍 3.1만세로 69-5,,031-358-6555,,37.08403397,126.8207245
조앤박동물병원,충남 공주시 반포면 사봉길 68-8 ,월 09:30 - 19:00 | 화 09:30 - 19:00 | 수 09:30 - 19:00 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 15:00 | 일 정기휴무 (매주 일요일) | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간,0507-1434-7512,https://blog.naver.com/pet7511,35.17245865,129.1740265
조양래동물의료센터,전북 전주시 완산구 전주객사3길 12 ,월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 19:00 | 일 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,051-621-8880,https://blog.naver.com/animalcl,35.1348114,129.0909882
조원동물병원,경기도 수원시 장안구 조원로 78 (조원동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 10:00 - 18:00 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,031-244-7975,https://blog.naver.com/jowon_vetclinic,37.30029297,127.016861
조은동물병원,충남 부여군 부여읍 뒷개로27번길 10-1 ,"월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 14:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 18:00 | 일 정기휴무 (매주 일요일) | 12:00 - 14:00 휴게시간 | 11:30, 18:30 접수마감 | 18:30 접수마감 | 12:00 - 14:00 휴게시간 | 11:30, 18:30 접수마감 | 12:00 - 14:00 휴게시간 | 11:30, 18:30 접수마감 | 12:00 - 14:00 휴게시간 | 11:30, 17:30 접수마감 | 12:00 - 14:00 휴게시간 | 11:30, 18:30 접수마감",0507-1349-7588,https://blog.naver.com/imvet96,36.39730453,127.4045792
조은동물병원,경기도 수원시 팔달구 화양로 21-2 (화서동),월 10:00 - 19:30 | 화 10:00 - 19:30 | 수 10:00 - 19:30 | 목 13:00 - 19:30 | 금 10:00 - 19:30 | 토 10:00 - 16:30 | 일 정기휴무 (매주 일요일) | 12:30 - 13:30 휴게시간 | 18:30 접수마감 | 12:30 - 13:30 휴게시간 | 18:30 접수마감 | 18:30 접수마감 | 12:30 - 13:30 휴게시간 | 18:30 접수마감 | 15:30 접수마감 | 12:30 - 13:30 휴게시간 | 18:30 접수마감,031-242-7585,,37.28018951,126.997612
